ID,Prob1
15715, 0.30
15716, 0.23
15717, 0.26
15718, 0.37
15719, 0.37
15720, 0.37
15721, 0.31
15722, 0.29
15723, 0.29
15724, 0.33
15725, 0.22
15726, 0.33
15727, 0.23
15728, 0.29
15729, 0.42
15730, 0.34
15731, 0.22
15732, 0.22
15733, 0.23
15734, 0.37
15735, 0.27
15736, 0.23
15737, 0.40
15738, 0.66
15739, 0.29
15740, 0.36
15741, 0.34
15742, 0.26
15743, 0.34
15744, 0.23
15745, 0.29
15746, 0.24
15747, 0.66
15748, 0.33
15749, 0.28
15750, 0.32
15751, 0.24
15752, 0.58
15753, 0.42
15754, 0.66
15755, 0.30
15756, 0.40
15757, 0.24
15758, 0.30
15759, 0.27
15760, 0.29
15761, 0.25
15762, 0.26
15763, 0.30
15764, 0.51
15765, 0.24
15766, 0.30
15767, 0.24
15768, 0.33
15769, 0.40
15770, 0.26
15771, 0.26
15772, 0.27
15773, 0.24
15774, 0.26
15775, 0.26
15776, 0.22
15777, 0.30
15778, 0.40
15779, 0.22
15780, 0.52
15781, 0.33
15782, 0.23
15783, 0.34
15784, 0.33
15785, 0.26
15786, 0.29
15787, 0.26
15788, 0.23
15789, 0.30
15790, 0.32
15791, 0.23
15792, 0.66
15793, 0.24
15794, 0.30
15795, 0.40
15796, 0.31
15797, 0.22
15798, 0.26
15799, 0.33
15800, 0.44
15801, 0.26
15802, 0.60
15803, 0.36
15804, 0.32
15805, 0.30
15806, 0.58
15807, 0.57
15808, 0.40
15809, 0.51
15810, 0.30
15811, 0.60
15812, 0.25
15813, 0.25
15814, 0.26
15815, 0.22
15816, 0.24
15817, 0.33
15818, 0.51
15819, 0.31
15820, 0.37
15821, 0.30
15822, 0.29
15823, 0.24
15824, 0.30
15825, 0.26
15826, 0.44
15827, 0.31
15828, 0.32
15829, 0.22
15830, 0.29
15831, 0.30
15832, 0.58
15833, 0.30
15834, 0.66
15835, 0.30
15836, 0.23
15837, 0.37
15838, 0.22
15839, 0.26
15840, 0.30
15841, 0.40
15842, 0.40
15843, 0.37
15844, 0.29
15845, 0.29
15846, 0.30
15847, 0.23
15848, 0.24
15849, 0.26
15850, 0.24
15851, 0.59
15852, 0.30
15853, 0.31
15854, 0.30
15855, 0.60
15856, 0.51
15857, 0.29
15858, 0.32
15859, 0.36
15860, 0.24
15861, 0.24
15862, 0.27
15863, 0.30
15864, 0.37
15865, 0.29
15866, 0.33
15867, 0.24
15868, 0.47
15869, 0.47
15870, 0.25
15871, 0.26
15872, 0.37
15873, 0.23
15874, 0.23
15875, 0.31
15876, 0.40
15877, 0.37
15878, 0.26
15879, 0.29
15880, 0.30
15881, 0.29
15882, 0.24
15883, 0.22
15884, 0.35
15885, 0.24
15886, 0.34
15887, 0.31
15888, 0.30
15889, 0.32
15890, 0.27
15891, 0.26
15892, 0.24
15893, 0.30
15894, 0.51
15895, 0.37
15896, 0.22
15897, 0.32
15898, 0.51
15899, 0.24
15900, 0.31
15901, 0.28
15902, 0.40
15903, 0.30
15904, 0.37
15905, 0.24
15906, 0.20
15907, 0.28
15908, 0.24
15909, 0.40
15910, 0.51
15911, 0.34
15912, 0.24
15913, 0.29
15914, 0.14
15915, 0.23
15916, 0.35
15917, 0.40
15918, 0.49
15919, 0.24
15920, 0.29
15921, 0.30
15922, 0.66
15923, 0.36
15924, 0.36
15925, 0.30
15926, 0.60
15927, 0.26
15928, 0.29
15929, 0.26
15930, 0.29
15931, 0.24
15932, 0.33
15933, 0.24
15934, 0.51
15935, 0.30
15936, 0.40
15937, 0.60
15938, 0.40
15939, 0.51
15940, 0.31
15941, 0.40
15942, 0.51
15943, 0.24
15944, 0.23
15945, 0.30
15946, 0.20
15947, 0.24
15948, 0.56
15949, 0.43
15950, 0.26
15951, 0.58
15952, 0.23
15953, 0.51
15954, 0.31
15955, 0.60
15956, 0.26
15957, 0.30
15958, 0.40
15959, 0.66
15960, 0.32
15961, 0.37
15962, 0.49
15963, 0.30
15964, 0.24
15965, 0.28
15966, 0.30
15967, 0.30
15968, 0.26
15969, 0.39
15970, 0.40
15971, 0.49
15972, 0.51
15973, 0.34
15974, 0.32
15975, 0.24
15976, 0.29
15977, 0.24
15978, 0.30
15979, 0.24
15980, 0.28
15981, 0.24
15982, 0.34
15983, 0.28
15984, 0.26
15985, 0.29
15986, 0.44
15987, 0.33
15988, 0.65
15989, 0.29
15990, 0.66
15991, 0.26
15992, 0.24
15993, 0.60
15994, 0.22
15995, 0.26
15996, 0.33
15997, 0.30
15998, 0.30
15999, 0.40
16000, 0.37
16001, 0.30
16002, 0.24
16003, 0.29
16004, 0.36
16005, 0.30
16006, 0.28
16007, 0.66
16008, 0.51
16009, 0.40
16010, 0.57
16011, 0.37
16012, 0.29
16013, 0.30
16014, 0.60
16015, 0.32
16016, 0.30
16017, 0.23
16018, 0.28
16019, 0.37
16020, 0.51
16021, 0.37
16022, 0.47
16023, 0.23
16024, 0.51
16025, 0.24
16026, 0.29
16027, 0.24
16028, 0.26
16029, 0.31
16030, 0.66
16031, 0.33
16032, 0.40
16033, 0.66
16034, 0.37
16035, 0.43
16036, 0.40
16037, 0.23
16038, 0.27
16039, 0.23
16040, 0.26
16041, 0.26
16042, 0.47
16043, 0.24
16044, 0.24
16045, 0.30
16046, 0.57
16047, 0.28
16048, 0.23
16049, 0.22
16050, 0.30
16051, 0.26
16052, 0.49
16053, 0.23
16054, 0.29
16055, 0.29
16056, 0.38
16057, 0.51
16058, 0.24
16059, 0.22
16060, 0.35
16061, 0.28
16062, 0.66
16063, 0.24
16064, 0.34
16065, 0.37
16066, 0.22
16067, 0.29
16068, 0.29
16069, 0.49
16070, 0.30
16071, 0.30
16072, 0.31
16073, 0.24
16074, 0.34
16075, 0.24
16076, 0.66
16077, 0.34
16078, 0.33
16079, 0.25
16080, 0.22
16081, 0.66
16082, 0.30
16083, 0.40
16084, 0.29
16085, 0.34
16086, 0.33
16087, 0.51
16088, 0.60
16089, 0.49
16090, 0.30
16091, 0.49
16092, 0.29
16093, 0.22
16094, 0.60
16095, 0.58
16096, 0.23
16097, 0.39
16098, 0.23
16099, 0.51
16100, 0.66
16101, 0.23
16102, 0.40
16103, 0.37
16104, 0.66
16105, 0.29
16106, 0.29
16107, 0.23
16108, 0.30
16109, 0.40
16110, 0.37
16111, 0.24
16112, 0.34
16113, 0.24
16114, 0.58
16115, 0.39
16116, 0.37
16117, 0.66
16118, 0.51
16119, 0.40
16120, 0.66
16121, 0.22
16122, 0.56
16123, 0.24
16124, 0.31
16125, 0.37
16126, 0.36
16127, 0.26
16128, 0.27
16129, 0.49
16130, 0.28
16131, 0.30
16132, 0.51
16133, 0.29
16134, 0.32
16135, 0.23
16136, 0.51
16137, 0.51
16138, 0.25
16139, 0.37
16140, 0.24
16141, 0.58
16142, 0.40
16143, 0.30
16144, 0.30
16145, 0.66
16146, 0.62
16147, 0.23
16148, 0.58
16149, 0.52
16150, 0.51
16151, 0.23
16152, 0.28
16153, 0.60
16154, 0.24
16155, 0.26
16156, 0.23
16157, 0.22
16158, 0.26
16159, 0.30
16160, 0.40
16161, 0.30
16162, 0.34
16163, 0.27
16164, 0.35
16165, 0.23
16166, 0.24
16167, 0.24
16168, 0.40
16169, 0.36
16170, 0.51
16171, 0.58
16172, 0.23
16173, 0.33
16174, 0.51
16175, 0.60
16176, 0.40
16177, 0.32
16178, 0.29
16179, 0.29
16180, 0.30
16181, 0.66
16182, 0.33
16183, 0.32
16184, 0.40
16185, 0.23
16186, 0.31
16187, 0.37
16188, 0.28
16189, 0.33
16190, 0.33
16191, 0.58
16192, 0.51
16193, 0.51
16194, 0.30
16195, 0.29
16196, 0.30
16197, 0.33
16198, 0.27
16199, 0.33
16200, 0.66
16201, 0.32
16202, 0.42
16203, 0.24
16204, 0.37
16205, 0.24
16206, 0.24
16207, 0.66
16208, 0.40
16209, 0.58
16210, 0.58
16211, 0.30
16212, 0.24
16213, 0.30
16214, 0.40
16215, 0.24
16216, 0.44
16217, 0.26
16218, 0.58
16219, 0.23
16220, 0.30
16221, 0.58
16222, 0.26
16223, 0.40
16224, 0.31
16225, 0.51
16226, 0.22
16227, 0.26
16228, 0.30
16229, 0.40
16230, 0.29
16231, 0.23
16232, 0.30
16233, 0.27
16234, 0.28
16235, 0.31
16236, 0.24
16237, 0.24
16238, 0.48
16239, 0.24
16240, 0.33
16241, 0.51
16242, 0.24
16243, 0.31
16244, 0.30
16245, 0.22
16246, 0.40
16247, 0.30
16248, 0.28
16249, 0.31
16250, 0.37
16251, 0.30
16252, 0.24
16253, 0.30
16254, 0.34
16255, 0.24
16256, 0.28
16257, 0.24
16258, 0.66
16259, 0.60
16260, 0.29
16261, 0.33
16262, 0.66
16263, 0.66
16264, 0.24
16265, 0.37
16266, 0.31
16267, 0.22
16268, 0.29
16269, 0.51
16270, 0.33
16271, 0.58
16272, 0.47
16273, 0.29
16274, 0.66
16275, 0.24
16276, 0.23
16277, 0.51
16278, 0.30
16279, 0.24
16280, 0.30
16281, 0.24
16282, 0.24
16283, 0.24
16284, 0.23
16285, 0.42
16286, 0.43
16287, 0.35
16288, 0.34
16289, 0.31
16290, 0.28
16291, 0.47
16292, 0.45
16293, 0.28
16294, 0.30
16295, 0.32
16296, 0.24
16297, 0.24
16298, 0.40
16299, 0.56
16300, 0.31
16301, 0.40
16302, 0.25
16303, 0.28
16304, 0.23
16305, 0.30
16306, 0.66
16307, 0.33
16308, 0.30
16309, 0.24
16310, 0.32
16311, 0.30
16312, 0.30
16313, 0.32
16314, 0.51
16315, 0.30
16316, 0.23
16317, 0.37
16318, 0.54
16319, 0.30
16320, 0.66
16321, 0.28
16322, 0.44
16323, 0.30
16324, 0.37
16325, 0.23
16326, 0.23
16327, 0.66
16328, 0.58
16329, 0.40
16330, 0.40
16331, 0.22
16332, 0.26
16333, 0.33
16334, 0.23
16335, 0.26
16336, 0.33
16337, 0.23
16338, 0.30
16339, 0.28
16340, 0.33
16341, 0.29
16342, 0.37
16343, 0.24
16344, 0.27
16345, 0.23
16346, 0.40
16347, 0.30
16348, 0.32
16349, 0.23
16350, 0.31
16351, 0.33
16352, 0.23
16353, 0.30
16354, 0.33
16355, 0.30
16356, 0.51
16357, 0.30
16358, 0.33
16359, 0.37
16360, 0.47
16361, 0.23
16362, 0.33
16363, 0.56
16364, 0.51
16365, 0.65
16366, 0.30
16367, 0.66
16368, 0.66
16369, 0.36
16370, 0.26
16371, 0.28
16372, 0.22
16373, 0.30
16374, 0.24
16375, 0.23
16376, 0.49
16377, 0.32
16378, 0.66
16379, 0.38
16380, 0.60
16381, 0.23
16382, 0.66
16383, 0.51
16384, 0.37
16385, 0.42
16386, 0.24
16387, 0.26
16388, 0.65
16389, 0.30
16390, 0.51
16391, 0.31
16392, 0.26
16393, 0.23
16394, 0.33
16395, 0.37
16396, 0.29
16397, 0.66
16398, 0.23
16399, 0.23
16400, 0.34
16401, 0.27
16402, 0.23
16403, 0.33
16404, 0.22
16405, 0.32
16406, 0.27
16407, 0.51
16408, 0.33
16409, 0.33
16410, 0.35
16411, 0.35
16412, 0.23
16413, 0.35
16414, 0.24
16415, 0.28
16416, 0.23
16417, 0.51
16418, 0.31
16419, 0.33
16420, 0.51
16421, 0.58
16422, 0.30
16423, 0.22
16424, 0.22
16425, 0.26
16426, 0.32
16427, 0.40
16428, 0.26
16429, 0.40
16430, 0.37
16431, 0.66
16432, 0.66
16433, 0.34
16434, 0.51
16435, 0.23
16436, 0.66
16437, 0.28
16438, 0.60
16439, 0.26
16440, 0.29
16441, 0.29
16442, 0.25
16443, 0.33
16444, 0.40
16445, 0.36
16446, 0.24
16447, 0.24
16448, 0.30
16449, 0.31
16450, 0.33
16451, 0.26
16452, 0.36
16453, 0.32
16454, 0.30
16455, 0.28
16456, 0.24
16457, 0.32
16458, 0.29
16459, 0.57
16460, 0.23
16461, 0.22
16462, 0.30
16463, 0.23
16464, 0.40
16465, 0.30
16466, 0.30
16467, 0.23
16468, 0.33
16469, 0.29
16470, 0.33
16471, 0.29
16472, 0.30
16473, 0.66
16474, 0.26
16475, 0.37
16476, 0.58
16477, 0.30
16478, 0.31
16479, 0.23
16480, 0.58
16481, 0.23
16482, 0.27
16483, 0.34
16484, 0.33
16485, 0.31
16486, 0.26
16487, 0.26
16488, 0.26
16489, 0.66
16490, 0.33
16491, 0.34
16492, 0.33
16493, 0.45
16494, 0.37
16495, 0.26
16496, 0.66
16497, 0.29
16498, 0.29
16499, 0.28
16500, 0.24
16501, 0.63
16502, 0.66
16503, 0.30
16504, 0.37
16505, 0.23
16506, 0.24
16507, 0.26
16508, 0.60
16509, 0.27
16510, 0.66
16511, 0.22
16512, 0.24
16513, 0.23
16514, 0.66
16515, 0.23
16516, 0.27
16517, 0.22
16518, 0.23
16519, 0.33
16520, 0.66
16521, 0.60
16522, 0.26
16523, 0.62
16524, 0.24
16525, 0.30
16526, 0.30
16527, 0.26
16528, 0.24
16529, 0.29
16530, 0.49
16531, 0.44
16532, 0.66
16533, 0.51
16534, 0.58
16535, 0.29
16536, 0.22
16537, 0.51
16538, 0.60
16539, 0.56
16540, 0.23
16541, 0.56
16542, 0.49
16543, 0.26
16544, 0.36
16545, 0.22
16546, 0.58
16547, 0.33
16548, 0.37
16549, 0.40
16550, 0.23
16551, 0.30
16552, 0.40
16553, 0.37
16554, 0.60
16555, 0.51
16556, 0.66
16557, 0.28
16558, 0.66
16559, 0.30
16560, 0.37
16561, 0.30
16562, 0.40
16563, 0.22
16564, 0.33
16565, 0.31
16566, 0.23
16567, 0.37
16568, 0.24
16569, 0.24
16570, 0.28
16571, 0.29
16572, 0.33
16573, 0.22
16574, 0.24
16575, 0.30
16576, 0.26
16577, 0.24
16578, 0.31
16579, 0.32
16580, 0.22
16581, 0.66
16582, 0.23
16583, 0.33
16584, 0.29
16585, 0.23
16586, 0.24
16587, 0.23
16588, 0.33
16589, 0.34
16590, 0.26
16591, 0.24
16592, 0.20
16593, 0.26
16594, 0.51
16595, 0.30
16596, 0.27
16597, 0.26
16598, 0.30
16599, 0.32
16600, 0.42
16601, 0.30
16602, 0.40
16603, 0.22
16604, 0.30
16605, 0.33
16606, 0.26
16607, 0.24
16608, 0.26
16609, 0.31
16610, 0.22
16611, 0.31
16612, 0.23
16613, 0.29
16614, 0.40
16615, 0.26
16616, 0.22
16617, 0.32
16618, 0.24
16619, 0.60
16620, 0.40
16621, 0.28
16622, 0.40
16623, 0.60
16624, 0.29
16625, 0.26
16626, 0.66
16627, 0.60
16628, 0.37
16629, 0.31
16630, 0.28
16631, 0.23
16632, 0.24
16633, 0.29
16634, 0.62
16635, 0.23
16636, 0.30
16637, 0.24
16638, 0.24
16639, 0.37
16640, 0.66
16641, 0.23
16642, 0.29
16643, 0.51
16644, 0.29
16645, 0.33
16646, 0.58
16647, 0.28
16648, 0.29
16649, 0.40
16650, 0.29
16651, 0.45
16652, 0.32
16653, 0.23
16654, 0.24
16655, 0.22
16656, 0.58
16657, 0.29
16658, 0.56
16659, 0.24
16660, 0.30
16661, 0.30
16662, 0.29
16663, 0.24
16664, 0.29
16665, 0.24
16666, 0.30
16667, 0.31
16668, 0.49
16669, 0.51
16670, 0.24
16671, 0.33
16672, 0.30
16673, 0.22
16674, 0.58
16675, 0.51
16676, 0.40
16677, 0.26
16678, 0.40
16679, 0.57
16680, 0.40
16681, 0.27
16682, 0.30
16683, 0.33
16684, 0.24
16685, 0.20
16686, 0.30
16687, 0.60
16688, 0.58
16689, 0.24
16690, 0.23
16691, 0.30
16692, 0.30
16693, 0.33
16694, 0.29
16695, 0.31
16696, 0.60
16697, 0.24
16698, 0.23
16699, 0.34
16700, 0.58
16701, 0.26
16702, 0.30
16703, 0.24
16704, 0.24
16705, 0.27
16706, 0.29
16707, 0.29
16708, 0.24
16709, 0.49
16710, 0.40
16711, 0.25
16712, 0.28
16713, 0.30
16714, 0.24
16715, 0.22
16716, 0.23
16717, 0.66
16718, 0.23
16719, 0.33
16720, 0.51
16721, 0.29
16722, 0.58
16723, 0.30
16724, 0.40
16725, 0.33
16726, 0.33
16727, 0.66
16728, 0.51
16729, 0.30
16730, 0.28
16731, 0.56
16732, 0.37
16733, 0.23
16734, 0.33
16735, 0.24
16736, 0.24
16737, 0.60
16738, 0.26
16739, 0.28
16740, 0.22
16741, 0.23
16742, 0.29
16743, 0.32
16744, 0.23
16745, 0.33
16746, 0.34
16747, 0.58
16748, 0.30
16749, 0.23
16750, 0.36
16751, 0.58
16752, 0.29
16753, 0.66
16754, 0.22
16755, 0.66
16756, 0.26
16757, 0.33
16758, 0.26
16759, 0.37
16760, 0.30
16761, 0.31
16762, 0.29
16763, 0.37
16764, 0.23
16765, 0.30
16766, 0.66
16767, 0.32
16768, 0.28
16769, 0.23
16770, 0.24
16771, 0.51
16772, 0.60
16773, 0.25
16774, 0.35
16775, 0.29
16776, 0.66
16777, 0.40
16778, 0.30
16779, 0.40
16780, 0.28
16781, 0.34
16782, 0.26
16783, 0.28
16784, 0.51
16785, 0.23
16786, 0.33
16787, 0.49
16788, 0.30
16789, 0.66
16790, 0.40
16791, 0.22
16792, 0.29
16793, 0.58
16794, 0.30
16795, 0.51
16796, 0.58
16797, 0.22
16798, 0.23
16799, 0.66
16800, 0.27
16801, 0.30
16802, 0.28
16803, 0.29
16804, 0.66
16805, 0.66
16806, 0.31
16807, 0.30
16808, 0.24
16809, 0.30
16810, 0.22
16811, 0.30
16812, 0.24
16813, 0.33
16814, 0.26
16815, 0.66
16816, 0.40
16817, 0.37
16818, 0.51
16819, 0.24
16820, 0.58
16821, 0.26
16822, 0.26
16823, 0.40
16824, 0.26
16825, 0.23
16826, 0.56
16827, 0.40
16828, 0.34
16829, 0.23
16830, 0.37
16831, 0.25
16832, 0.66
16833, 0.37
16834, 0.30
16835, 0.47
16836, 0.29
16837, 0.30
16838, 0.58
16839, 0.62
16840, 0.66
16841, 0.24
16842, 0.30
16843, 0.33
16844, 0.24
16845, 0.30
16846, 0.23
16847, 0.33
16848, 0.37
16849, 0.36
16850, 0.40
16851, 0.26
16852, 0.25
16853, 0.26
16854, 0.28
16855, 0.40
16856, 0.33
16857, 0.24
16858, 0.24
16859, 0.22
16860, 0.30
16861, 0.26
16862, 0.35
16863, 0.23
16864, 0.31
16865, 0.31
16866, 0.29
16867, 0.37
16868, 0.26
16869, 0.26
16870, 0.40
16871, 0.54
16872, 0.24
16873, 0.29
16874, 0.60
16875, 0.22
16876, 0.26
16877, 0.40
16878, 0.26
16879, 0.60
16880, 0.32
16881, 0.47
16882, 0.26
16883, 0.66
16884, 0.23
16885, 0.22
16886, 0.22
16887, 0.33
16888, 0.29
16889, 0.30
16890, 0.28
16891, 0.37
16892, 0.22
16893, 0.25
16894, 0.51
16895, 0.33
16896, 0.42
16897, 0.28
16898, 0.23
16899, 0.29
16900, 0.47
16901, 0.66
16902, 0.40
16903, 0.23
16904, 0.47
16905, 0.24
16906, 0.51
16907, 0.23
16908, 0.62
16909, 0.33
16910, 0.29
16911, 0.66
16912, 0.24
16913, 0.39
16914, 0.30
16915, 0.33
16916, 0.40
16917, 0.22
16918, 0.30
16919, 0.24
16920, 0.30
16921, 0.28
16922, 0.39
16923, 0.23
16924, 0.24
16925, 0.24
16926, 0.28
16927, 0.63
16928, 0.24
16929, 0.29
16930, 0.40
16931, 0.28
16932, 0.66
16933, 0.40
16934, 0.34
16935, 0.65
16936, 0.32
16937, 0.30
16938, 0.32
16939, 0.23
16940, 0.29
16941, 0.26
16942, 0.29
16943, 0.37
16944, 0.33
16945, 0.37
16946, 0.37
16947, 0.34
16948, 0.45
16949, 0.24
16950, 0.24
16951, 0.26
16952, 0.33
16953, 0.27
16954, 0.23
16955, 0.37
16956, 0.37
16957, 0.55
16958, 0.24
16959, 0.30
16960, 0.30
16961, 0.51
16962, 0.66
16963, 0.38
16964, 0.26
16965, 0.29
16966, 0.26
16967, 0.29
16968, 0.33
16969, 0.23
16970, 0.29
16971, 0.26
16972, 0.32
16973, 0.30
16974, 0.26
16975, 0.30
16976, 0.24
16977, 0.29
16978, 0.65
16979, 0.31
16980, 0.29
16981, 0.29
16982, 0.40
16983, 0.23
16984, 0.24
16985, 0.49
16986, 0.33
16987, 0.30
16988, 0.60
16989, 0.24
16990, 0.22
16991, 0.23
16992, 0.27
16993, 0.66
16994, 0.40
16995, 0.56
16996, 0.51
16997, 0.22
16998, 0.60
16999, 0.49
17000, 0.40
17001, 0.24
17002, 0.29
17003, 0.23
17004, 0.40
17005, 0.38
17006, 0.24
17007, 0.30
17008, 0.43
17009, 0.33
17010, 0.47
17011, 0.29
17012, 0.24
17013, 0.32
17014, 0.30
17015, 0.40
17016, 0.26
17017, 0.27
17018, 0.26
17019, 0.32
17020, 0.40
17021, 0.29
17022, 0.28
17023, 0.30
17024, 0.33
17025, 0.29
17026, 0.28
17027, 0.31
17028, 0.28
17029, 0.34
17030, 0.33
17031, 0.22
17032, 0.34
17033, 0.32
17034, 0.33
17035, 0.24
17036, 0.26
17037, 0.60
17038, 0.37
17039, 0.23
17040, 0.29
17041, 0.31
17042, 0.23
17043, 0.24
17044, 0.37
17045, 0.60
17046, 0.22
17047, 0.60
17048, 0.24
17049, 0.23
17050, 0.22
17051, 0.24
17052, 0.33
17053, 0.26
17054, 0.34
17055, 0.29
17056, 0.24
17057, 0.40
17058, 0.23
17059, 0.30
17060, 0.29
17061, 0.40
17062, 0.58
17063, 0.29
17064, 0.29
17065, 0.34
17066, 0.24
17067, 0.30
17068, 0.24
17069, 0.29
17070, 0.24
17071, 0.66
17072, 0.30
17073, 0.27
17074, 0.24
17075, 0.33
17076, 0.60
17077, 0.37
17078, 0.40
17079, 0.34
17080, 0.34
17081, 0.29
17082, 0.55
17083, 0.28
17084, 0.60
17085, 0.37
17086, 0.24
17087, 0.33
17088, 0.66
17089, 0.66
17090, 0.32
17091, 0.40
17092, 0.23
17093, 0.66
17094, 0.56
17095, 0.51
17096, 0.26
17097, 0.34
17098, 0.29
17099, 0.62
17100, 0.24
17101, 0.40
17102, 0.42
17103, 0.24
17104, 0.29
17105, 0.29
17106, 0.33
17107, 0.26
17108, 0.34
17109, 0.34
17110, 0.30
17111, 0.57
17112, 0.24
17113, 0.34
17114, 0.22
17115, 0.49
17116, 0.43
17117, 0.37
17118, 0.51
17119, 0.25
17120, 0.40
17121, 0.32
17122, 0.33
17123, 0.22
17124, 0.30
17125, 0.24
17126, 0.30
17127, 0.26
17128, 0.26
17129, 0.26
17130, 0.30
17131, 0.40
17132, 0.33
17133, 0.29
17134, 0.29
17135, 0.32
17136, 0.30
17137, 0.37
17138, 0.28
17139, 0.33
17140, 0.34
17141, 0.29
17142, 0.65
17143, 0.58
17144, 0.29
17145, 0.30
17146, 0.29
17147, 0.37
17148, 0.32
17149, 0.31
17150, 0.26
17151, 0.34
17152, 0.28
17153, 0.29
17154, 0.23
17155, 0.28
17156, 0.30
17157, 0.29
17158, 0.27
17159, 0.28
17160, 0.23
17161, 0.33
17162, 0.42
17163, 0.58
17164, 0.25
17165, 0.23
17166, 0.32
17167, 0.33
17168, 0.37
17169, 0.32
17170, 0.23
17171, 0.24
17172, 0.66
17173, 0.37
17174, 0.26
17175, 0.32
17176, 0.56
17177, 0.35
17178, 0.40
17179, 0.20
17180, 0.51
17181, 0.32
17182, 0.28
17183, 0.29
17184, 0.22
17185, 0.66
17186, 0.31
17187, 0.38
17188, 0.29
17189, 0.40
17190, 0.33
17191, 0.37
17192, 0.31
17193, 0.30
17194, 0.51
17195, 0.66
17196, 0.60
17197, 0.26
17198, 0.24
17199, 0.22
17200, 0.29
17201, 0.49
17202, 0.51
17203, 0.66
17204, 0.66
17205, 0.37
17206, 0.30
17207, 0.60
17208, 0.22
17209, 0.37
17210, 0.66
17211, 0.33
17212, 0.51
17213, 0.30
17214, 0.26
17215, 0.25
17216, 0.24
17217, 0.29
17218, 0.24
17219, 0.33
17220, 0.55
17221, 0.28
17222, 0.29
17223, 0.51
17224, 0.33
17225, 0.26
17226, 0.37
17227, 0.66
17228, 0.24
17229, 0.58
17230, 0.37
17231, 0.36
17232, 0.36
17233, 0.30
17234, 0.24
17235, 0.34
17236, 0.33
17237, 0.58
17238, 0.37
17239, 0.37
17240, 0.24
17241, 0.24
17242, 0.26
17243, 0.30
17244, 0.42
17245, 0.31
17246, 0.25
17247, 0.29
17248, 0.26
17249, 0.24
17250, 0.23
17251, 0.47
17252, 0.29
17253, 0.23
17254, 0.25
17255, 0.30
17256, 0.29
17257, 0.29
17258, 0.40
17259, 0.32
17260, 0.40
17261, 0.29
17262, 0.23
17263, 0.23
17264, 0.31
17265, 0.29
17266, 0.32
17267, 0.29
17268, 0.28
17269, 0.30
17270, 0.66
17271, 0.26
17272, 0.31
17273, 0.29
17274, 0.24
17275, 0.66
17276, 0.30
17277, 0.29
17278, 0.23
17279, 0.26
17280, 0.58
17281, 0.66
17282, 0.32
17283, 0.66
17284, 0.29
17285, 0.26
17286, 0.24
17287, 0.60
17288, 0.40
17289, 0.32
17290, 0.29
17291, 0.26
17292, 0.24
17293, 0.23
17294, 0.30
17295, 0.40
17296, 0.34
17297, 0.24
17298, 0.23
17299, 0.33
17300, 0.34
17301, 0.34
17302, 0.29
17303, 0.23
17304, 0.66
17305, 0.30
17306, 0.66
17307, 0.58
17308, 0.37
17309, 0.23
17310, 0.26
17311, 0.24
17312, 0.32
17313, 0.24
17314, 0.23
17315, 0.37
17316, 0.33
17317, 0.22
17318, 0.35
17319, 0.29
17320, 0.23
17321, 0.55
17322, 0.40
17323, 0.32
17324, 0.23
17325, 0.32
17326, 0.31
17327, 0.51
17328, 0.37
17329, 0.26
17330, 0.22
17331, 0.28
17332, 0.24
17333, 0.24
17334, 0.58
17335, 0.43
17336, 0.24
17337, 0.40
17338, 0.23
17339, 0.35
17340, 0.40
17341, 0.66
17342, 0.24
17343, 0.37
17344, 0.28
17345, 0.23
17346, 0.24
17347, 0.29
17348, 0.25
17349, 0.30
17350, 0.30
17351, 0.25
17352, 0.30
17353, 0.37
17354, 0.29
17355, 0.25
17356, 0.49
17357, 0.23
17358, 0.58
17359, 0.23
17360, 0.26
17361, 0.26
17362, 0.24
17363, 0.32
17364, 0.31
17365, 0.31
17366, 0.38
17367, 0.66
17368, 0.32
17369, 0.28
17370, 0.30
17371, 0.60
17372, 0.66
17373, 0.26
17374, 0.30
17375, 0.40
17376, 0.34
17377, 0.23
17378, 0.33
17379, 0.25
17380, 0.26
17381, 0.40
17382, 0.43
17383, 0.27
17384, 0.28
17385, 0.31
17386, 0.22
17387, 0.33
17388, 0.23
17389, 0.29
17390, 0.66
17391, 0.35
17392, 0.30
17393, 0.30
17394, 0.24
17395, 0.51
17396, 0.66
17397, 0.51
17398, 0.33
17399, 0.27
17400, 0.23
17401, 0.33
17402, 0.66
17403, 0.24
17404, 0.60
17405, 0.37
17406, 0.66
17407, 0.25
17408, 0.47
17409, 0.24
17410, 0.34
17411, 0.26
17412, 0.66
17413, 0.34
17414, 0.26
17415, 0.30
17416, 0.33
17417, 0.42
17418, 0.43
17419, 0.35
17420, 0.26
17421, 0.27
17422, 0.22
17423, 0.40
17424, 0.30
17425, 0.28
17426, 0.23
17427, 0.33
17428, 0.51
17429, 0.28
17430, 0.23
17431, 0.23
17432, 0.30
17433, 0.23
17434, 0.39
17435, 0.30
17436, 0.26
17437, 0.27
17438, 0.30
17439, 0.60
17440, 0.37
17441, 0.37
17442, 0.42
17443, 0.30
17444, 0.29
17445, 0.66
17446, 0.28
17447, 0.60
17448, 0.34
17449, 0.23
17450, 0.25
17451, 0.66
17452, 0.29
17453, 0.66
17454, 0.24
17455, 0.30
17456, 0.24
17457, 0.23
17458, 0.40
17459, 0.30
17460, 0.22
17461, 0.30
17462, 0.33
17463, 0.56
